k,S1,S2,lambda,rs,Sint,increase
0.035,0.5922,0.83895,2.05E-05,-10.79515937,0.49682619,0
0.04,0.5922,0.83895,9.24E-05,-9.289656687,0.49682619,0
0.045,0.5922,0.83895,2.75E-04,-8.199910467,0.49682619,0
0.05,0.5922,0.83895,5.43E-04,-7.518573132,0.49682619,0
0.055,0.5922,0.83895,0.001413269,-6.561850075,0.49682619,0
0.06,0.5922,0.83895,0.002447454,-6.012707146,0.49682619,0
0.065,0.5922,0.83895,0.003727084,-5.592129036,0.49682619,0
0.07,0.5922,0.83895,0.006490795,-5.037370312,0.49682619,0
0.075,0.5922,0.83895,0.007464687,-4.897571811,0.49682619,0
0.08,0.5922,0.83895,0.011507963,-4.464716056,0.49682619,0
0.085,0.5922,0.83895,0.017931655,-4.021187677,0.49682619,0
0.09,0.5922,0.83895,0.020804183,-3.872601223,0.49682619,0
0.01,0.987,0.7896,9.79E-06,-11.53419645,0.7793352,0
0.015,0.987,0.7896,6.36E-04,-7.359970322,0.7793352,0
0.02,0.987,0.7896,0.004067921,-5.504623286,0.7793352,0
0.025,0.987,0.7896,0.015210855,-4.185745969,0.7793352,0
0.03,0.987,0.7896,0.033949508,-3.382880914,0.7793352,0
0.035,0.987,0.7896,0.05287758,-2.939775853,0.7793352,0
0.04,0.987,0.7896,0.084969384,-2.465464275,0.7793352,0
0.045,0.987,0.7896,0.142555639,-1.948022904,0.7793352,0
0.05,0.987,0.7896,0.25750345,-1.356722159,0.7793352,0
0.055,0.987,0.7896,0.37086318,-0.991922072,0.7793352,0
0.06,0.987,0.7896,0.556626662,-0.58586053,0.7793352,0
0.065,0.987,0.7896,0.603614112,-0.504820173,0.7793352,0
0.07,0.987,0.7896,0.952593997,-0.048566492,0.7793352,0
0.075,0.987,0.7896,1.579398291,0.457043946,0.7793352,1
0.08,0.987,0.7896,1.727360652,0.546594609,0.7793352,1
0.085,0.987,0.7896,1.872394399,0.627218039,0.7793352,1
0.09,0.987,0.7896,3.347289032,1.208150774,0.7793352,1
0.01,0.93765,0.7896,4.51E-07,-14.61179412,0.74036844,0
0.015,0.93765,0.7896,8.18E-05,-9.411710665,0.74036844,0
0.02,0.93765,0.7896,8.89E-04,-7.02496671,0.74036844,0
0.025,0.93765,0.7896,0.004355245,-5.436374391,0.74036844,0
0.03,0.93765,0.7896,0.011480311,-4.467121773,0.74036844,0
0.035,0.93765,0.7896,0.020356016,-3.894378788,0.74036844,0
0.04,0.93765,0.7896,0.035391072,-3.341295697,0.74036844,0
0.045,0.93765,0.7896,0.060708641,-2.801669242,0.74036844,0
0.05,0.93765,0.7896,0.104700968,-2.256646916,0.74036844,0
0.055,0.93765,0.7896,0.157279399,-1.849731443,0.74036844,0
0.06,0.93765,0.7896,0.231915031,-1.461384219,0.74036844,0
0.065,0.93765,0.7896,0.261308099,-1.342055112,0.74036844,0
0.07,0.93765,0.7896,0.408322994,-0.895696767,0.74036844,0
0.075,0.93765,0.7896,0.61863146,-0.480245563,0.74036844,0
0.08,0.93765,0.7896,0.718677886,-0.330342025,0.74036844,0
0.085,0.93765,0.7896,0.833840911,-0.181712649,0.74036844,0
0.09,0.93765,0.7896,1.366067511,0.311936183,0.74036844,1
0.01,0.8883,0.7896,1.76E-08,-17.85582739,0.70140168,0
0.015,0.8883,0.7896,9.40E-06,-11.57440018,0.70140168,0
0.02,0.8883,0.7896,1.79E-04,-8.625671442,0.70140168,0
0.025,0.8883,0.7896,0.001184579,-6.738367712,0.70140168,0
0.03,0.8883,0.7896,0.003825345,-5.566106561,0.70140168,0
0.035,0.8883,0.7896,0.007917958,-4.838621889,0.70140168,0
0.04,0.8883,0.7896,0.015228936,-4.184558008,0.70140168,0
0.045,0.8883,0.7896,0.027297734,-3.60095157,0.70140168,0
0.05,0.8883,0.7896,0.046218443,-3.07437637,0.70140168,0
0.055,0.8883,0.7896,0.072491832,-2.624281389,0.70140168,0
0.06,0.8883,0.7896,0.105984399,-2.244463372,0.70140168,0
0.065,0.8883,0.7896,0.123364573,-2.092611299,0.70140168,0
0.07,0.8883,0.7896,0.190795963,-1.656550679,0.70140168,0
0.075,0.8883,0.7896,0.268128052,-1.316290605,0.70140168,0
0.08,0.8883,0.7896,0.325655942,-1.121913847,0.70140168,0
0.085,0.8883,0.7896,0.397905757,-0.921540094,0.70140168,0
0.09,0.8883,0.7896,0.602142919,-0.507260455,0.70140168,0
0.01,0.83895,0.7896,5.70E-10,-21.28533222,0.66243492,0
0.015,0.83895,0.7896,9.56E-07,-13.86073678,0.66243492,0
0.02,0.83895,0.7896,3.30E-05,-10.31760383,0.66243492,0
0.025,0.83895,0.7896,3.00E-04,-8.111057317,0.66243492,0
0.03,0.83895,0.7896,0.001213746,-6.714043804,0.66243492,0
0.035,0.83895,0.7896,0.00299377,-5.811221772,0.66243492,0
0.04,0.83895,0.7896,0.006508645,-5.034623991,0.66243492,0
0.045,0.83895,0.7896,0.012472066,-4.38426382,0.66243492,0
0.05,0.83895,0.7896,0.021290036,-3.84951612,0.66243492,0
0.055,0.83895,0.7896,0.035246297,-3.345394818,0.66243492,0
0.06,0.83895,0.7896,0.051760984,-2.961118628,0.66243492,0
0.065,0.83895,0.7896,0.062151093,-2.778186867,0.66243492,0
0.07,0.83895,0.7896,0.095774221,-2.345761724,0.66243492,0
0.075,0.83895,0.7896,0.127106493,-2.062730016,0.66243492,0
0.08,0.83895,0.7896,0.159670615,-1.834642244,0.66243492,0
0.085,0.83895,0.7896,0.202893488,-1.595074127,0.66243492,0
0.09,0.83895,0.7896,0.286999978,-1.248273138,0.66243492,0
0.01,0.7896,0.7896,1.50E-11,-24.92280953,0.62346816,0
0.015,0.7896,0.7896,8.46E-08,-16.28572166,0.62346816,0
0.02,0.7896,0.7896,5.49E-06,-12.11209795,0.62346816,0
0.025,0.7896,0.7896,7.01E-05,-9.566211632,0.62346816,0
0.03,0.7896,0.7896,3.61E-04,-7.927714186,0.62346816,0
0.035,0.7896,0.7896,0.001076983,-6.833592117,0.62346816,0
0.04,0.7896,0.7896,0.002690935,-5.917866738,0.62346816,0
0.045,0.7896,0.7896,0.005612269,-5.182800266,0.62346816,0
0.05,0.7896,0.7896,0.009858914,-4.619379309,0.62346816,0
0.055,0.7896,0.7896,0.017512771,-4.044824912,0.62346816,0
0.06,0.7896,0.7896,0.026215212,-3.641415426,0.62346816,0
0.065,0.7896,0.7896,0.032560804,-3.424646036,0.62346816,0
0.07,0.7896,0.7896,0.050560446,-2.984585706,0.62346816,0
0.075,0.7896,0.7896,0.064455821,-2.741775241,0.62346816,0
0.08,0.7896,0.7896,0.083390095,-2.48422574,0.62346816,0
0.085,0.7896,0.7896,0.109446183,-2.212322332,0.62346816,0
0.09,0.7896,0.7896,0.146735497,-1.919123653,0.62346816,0
0.01,0.6909,0.7896,4.97E-15,-32.93469309,0.54553464,0
0.015,0.6909,0.7896,4.05E-10,-21.62697736,0.54553464,0
0.02,0.6909,0.7896,1.05E-07,-16.0646278,0.54553464,0
0.025,0.6909,0.7896,2.84E-06,-12.77099612,0.54553464,0
0.03,0.6909,0.7896,2.49E-05,-10.59866226,0.54553464,0
0.035,0.6909,0.7896,1.14E-04,-9.07834147,0.54553464,0
0.04,0.6909,0.7896,3.92E-04,-7.845484805,0.54553464,0
0.045,0.6909,0.7896,0.00100333,-6.904431011,0.54553464,0
0.05,0.6909,0.7896,0.001935267,-6.24751002,0.54553464,0
0.055,0.6909,0.7896,0.004152829,-5.483965598,0.54553464,0
0.06,0.6909,0.7896,0.006718458,-5.002896684,0.54553464,0
0.065,0.6909,0.7896,0.009098178,-4.699681142,0.54553464,0
0.07,0.6909,0.7896,0.014935175,-4.20403613,0.54553464,0
0.075,0.6909,0.7896,0.018254865,-4.003323674,0.54553464,0
0.08,0.6909,0.7896,0.025281774,-3.677671525,0.54553464,0
0.085,0.6909,0.7896,0.035455351,-3.339481085,0.54553464,0
0.09,0.6909,0.7896,0.044401632,-3.114479058,0.54553464,0
0.01,0.5922,0.7896,4.78E-19,-42.18373388,0.46760112,0
0.015,0.5922,0.7896,8.50E-13,-27.79300455,0.46760112,0
0.02,0.5922,0.7896,1.10E-09,-20.62748793,0.46760112,0
0.025,0.5922,0.7896,7.03E-08,-16.47061301,0.46760112,0
0.03,0.5922,0.7896,1.14E-06,-13.6816874,0.46760112,0
0.035,0.5922,0.7896,8.56E-06,-11.66816106,0.46760112,0
0.04,0.5922,0.7896,4.25E-05,-10.06570043,0.46760112,0
0.045,0.5922,0.7896,1.39E-04,-8.879097033,0.46760112,0
0.05,0.5922,0.7896,3.03E-04,-8.101003835,0.46760112,0
0.055,0.5922,0.7896,8.28E-04,-7.096778171,0.46760112,0
0.06,0.5922,0.7896,0.00150271,-6.500484826,0.46760112,0
0.065,0.5922,0.7896,0.002283594,-6.082004683,0.46760112,0
0.07,0.5922,0.7896,0.004156575,-5.483063884,0.46760112,0
0.075,0.5922,0.7896,0.005012375,-5.295845453,0.46760112,0
0.08,0.5922,0.7896,0.007671027,-4.870304791,0.46760112,0
0.085,0.5922,0.7896,0.011808499,-4.438935765,0.46760112,0
0.09,0.5922,0.7896,0.014346351,-4.244259685,0.46760112,0
0.01,0.987,0.6909,1.46E-08,-18.04363275,0.6819183,0
0.015,0.987,0.6909,7.97E-06,-11.73980924,0.6819183,0
0.02,0.987,0.6909,1.48E-04,-8.818589276,0.6819183,0
0.025,0.987,0.6909,0.001143611,-6.773564578,0.6819183,0
0.03,0.987,0.6909,0.003714084,-5.595623179,0.6819183,0
0.035,0.987,0.6909,0.006775349,-4.994464396,0.6819183,0
0.04,0.987,0.6909,0.012457765,-4.385411184,0.6819183,0
0.045,0.987,0.6909,0.023236939,-3.762012053,0.6819183,0
0.05,0.987,0.6909,0.045267559,-3.095164644,0.6819183,0
0.055,0.987,0.6909,0.065523576,-2.725345265,0.6819183,0
0.06,0.987,0.6909,0.097960945,-2.323186395,0.6819183,0
0.065,0.987,0.6909,0.100820826,-2.294410334,0.6819183,0
0.07,0.987,0.6909,0.15799377,-1.845199676,0.6819183,0
0.075,0.987,0.6909,0.262626298,-1.337023177,0.6819183,0
0.08,0.987,0.6909,0.272931743,-1.298533541,0.6819183,0
0.085,0.987,0.6909,0.281925194,-1.266113512,0.6819183,0
0.09,0.987,0.6909,0.51388874,-0.665748496,0.6819183,0
0.01,0.93765,0.6909,6.72E-10,-21.12123042,0.647822385,0
0.015,0.93765,0.6909,1.02E-06,-13.79154105,0.647822385,0
0.02,0.93765,0.6909,3.24E-05,-10.33690371,0.647822385,0
0.025,0.93765,0.6909,3.34E-04,-8.005417293,0.647822385,0
0.03,0.93765,0.6909,0.001325643,-6.625858025,0.647822385,0
0.035,0.93765,0.6909,0.002834654,-5.865835244,0.647822385,0
0.04,0.93765,0.6909,0.005833689,-5.144105642,0.647822385,0
0.045,0.93765,0.6909,0.01157155,-4.459205793,0.647822385,0
0.05,0.93765,0.6909,0.022550436,-3.792000857,0.647822385,0
0.055,0.93765,0.6909,0.034510404,-3.36649443,0.647822385,0
0.06,0.93765,0.6909,0.051730165,-2.961714205,0.647822385,0
0.065,0.93765,0.6909,0.055498556,-2.891398276,0.647822385,0
0.07,0.93765,0.6909,0.086707035,-2.445220262,0.647822385,0
0.075,0.93765,0.6909,0.134066491,-2.009419399,0.647822385,0
0.08,0.93765,0.6909,0.146620887,-1.919905026,0.647822385,0
0.085,0.93765,0.6909,0.160026031,-1.832418781,0.647822385,0
0.09,0.93765,0.6909,0.268488155,-1.314948481,0.647822385,0
0.01,0.8883,0.6909,2.62E-11,-24.36526369,0.61372647,0
0.015,0.8883,0.6909,1.18E-07,-15.95422991,0.61372647,0
0.02,0.8883,0.6909,6.54E-06,-11.93729848,0.61372647,0
0.025,0.8883,0.6909,9.11E-05,-9.303209199,0.61372647,0
0.03,0.8883,0.6909,4.49E-04,-7.708451159,0.61372647,0
0.035,0.8883,0.6909,0.001139028,-6.777579751,0.61372647,0
0.04,0.8883,0.6909,0.002655618,-5.931077821,0.61372647,0
0.045,0.8883,0.6909,0.005681633,-5.170516586,0.61372647,0
0.05,0.8883,0.6909,0.011303252,-4.482664828,0.61372647,0
0.055,0.8883,0.6909,0.018478753,-3.991133668,0.61372647,0
0.06,0.8883,0.6909,0.028122645,-3.571180143,0.61372647,0
0.065,0.8883,0.6909,0.031390054,-3.461264184,0.61372647,0
0.07,0.8883,0.6909,0.0493729,-3.008353584,0.61372647,0
0.075,0.8883,0.6909,0.07238137,-2.625806327,0.61372647,0
0.08,0.8883,0.6909,0.082634527,-2.49332768,0.61372647,0
0.085,0.8883,0.6909,0.094466648,-2.359508436,0.61372647,0
0.09,0.8883,0.6909,0.148161856,-1.909449978,0.61372647,0
0.01,0.83895,0.6909,8.49E-13,-27.79476852,0.579630555,0
0.015,0.83895,0.6909,1.20E-08,-18.24056646,0.579630555,0
0.02,0.83895,0.6909,1.20E-06,-13.62918822,0.579630555,0
0.025,0.83895,0.6909,2.31E-05,-10.67504718,0.579630555,0
0.03,0.83895,0.6909,1.43E-04,-8.851951423,0.579630555,0
0.035,0.83895,0.6909,4.36E-04,-7.73897509,0.579630555,0
0.04,0.83895,0.6909,0.001162168,-6.757467906,0.579630555,0
0.045,0.83895,0.6909,0.002710307,-5.910693302,0.579630555,0
0.05,0.83895,0.6909,0.005579984,-5.188569384,0.579630555,0
0.055,0.83895,0.6909,0.009859789,-4.61929052,0.579630555,0
0.06,0.83895,0.6909,0.015416567,-4.172312543,0.579630555,0
0.065,0.83895,0.6909,0.017922476,-4.021699731,0.579630555,0
0.07,0.83895,0.6909,0.028695022,-3.551031618,0.579630555,0
0.075,0.83895,0.6909,0.040546189,-3.205313484,0.579630555,0
0.08,0.83895,0.6909,0.048150034,-3.033433425,0.579630555,0
0.085,0.83895,0.6909,0.057384032,-2.857989198,0.579630555,0
0.09,0.83895,0.6909,0.085426072,-2.46010393,0.579630555,0
0.01,0.7896,0.6909,2.23E-14,-31.43224583,0.54553464,0
0.015,0.7896,0.6909,1.06E-09,-20.66555133,0.54553464,0
0.02,0.7896,0.6909,2.00E-07,-15.42367711,0.54553464,0
0.025,0.7896,0.6909,5.39E-06,-12.13004473,0.54553464,0
0.03,0.7896,0.6909,4.26E-05,-10.0645255,0.54553464,0
0.035,0.7896,0.6909,1.57E-04,-8.757820916,0.54553464,0
0.04,0.7896,0.6909,4.85E-04,-7.631689081,0.54553464,0
0.045,0.7896,0.6909,0.001242951,-6.690267244,0.54553464,0
0.05,0.7896,0.6909,0.002671738,-5.925026206,0.54553464,0
0.055,0.7896,0.6909,0.00515944,-5.266927316,0.54553464,0
0.06,0.7896,0.6909,0.00837186,-4.782879151,0.54553464,0
0.065,0.7896,0.6909,0.010169075,-4.588404074,0.54553464,0
0.07,0.7896,0.6909,0.016754916,-4.089063544,0.54553464,0
0.075,0.7896,0.6909,0.023115257,-3.767262416,0.54553464,0
0.08,0.7896,0.6909,0.028564102,-3.55560452,0.54553464,0
0.085,0.7896,0.6909,0.035455351,-3.339481085,0.54553464,0
0.09,0.7896,0.6909,0.050786964,-2.980115578,0.54553464,0
0.01,0.6909,0.6909,7.41E-18,-39.44412939,0.47734281,0
0.015,0.6909,0.6909,5.07E-12,-26.00680704,0.47734281,0
0.02,0.6909,0.6909,3.85E-09,-19.37620634,0.47734281,0
0.025,0.6909,0.6909,2.19E-07,-15.33479942,0.47734281,0
0.03,0.6909,0.6909,2.95E-06,-12.73517552,0.47734281,0
0.035,0.6909,0.6909,1.67E-05,-11.001277,0.47734281,0
0.04,0.6909,0.6909,7.08E-05,-9.555105977,0.47734281,0
0.045,0.6909,0.6909,2.25E-04,-8.40140336,0.47734281,0
0.05,0.6909,0.6909,5.35E-04,-7.532677379,0.47734281,0
0.055,0.6909,0.6909,0.001271423,-6.667618789,0.47734281,0
0.06,0.6909,0.6909,0.002273024,-6.08664437,0.47734281,0
0.065,0.6909,0.6909,0.003054352,-5.791187936,0.47734281,0
0.07,0.6909,0.6909,0.005482748,-5.206148797,0.47734281,0
0.075,0.6909,0.6909,0.0073926,-4.907275774,0.47734281,0
0.08,0.6909,0.6909,0.010007703,-4.604400166,0.47734281,0
0.085,0.6909,0.6909,0.01359077,-4.298364385,0.47734281,0
0.09,0.6909,0.6909,0.018606578,-3.984240121,0.47734281,0
0.01,0.5922,0.6909,7.13E-22,-48.69317018,0.40915098,0
0.015,0.5922,0.6909,1.07E-14,-32.17283423,0.40915098,0
0.02,0.5922,0.6909,4.01E-11,-23.93906647,0.40915098,0
0.025,0.5922,0.6909,5.41E-09,-19.03441575,0.40915098,0
0.03,0.5922,0.6909,1.35E-07,-15.81818991,0.40915098,0
0.035,0.5922,0.6909,1.25E-06,-13.59101639,0.40915098,0
0.04,0.5922,0.6909,7.70E-06,-11.77492842,0.40915098,0
0.045,0.5922,0.6909,3.12E-05,-10.37476938,0.40915098,0
0.05,0.5922,0.6909,8.41E-05,-9.383229551,0.40915098,0
0.055,0.5922,0.6909,2.55E-04,-8.273018326,0.40915098,0
0.06,0.5922,0.6909,5.15E-04,-7.571200951,0.40915098,0
0.065,0.5922,0.6909,7.81E-04,-7.154587531,0.40915098,0
0.07,0.5922,0.6909,0.001575124,-6.453421067,0.40915098,0
0.075,0.5922,0.6909,0.002109417,-6.161343564,0.40915098,0
0.08,0.5922,0.6909,0.003203051,-5.743651529,0.40915098,0
0.085,0.5922,0.6909,0.004866034,-5.325476023,0.40915098,0
0.09,0.5922,0.6909,0.006540145,-5.029795895,0.40915098,0
0.01,0.987,0.5922,7.91E-12,-25.56258173,0.5845014,0
0.015,0.987,0.5922,5.08E-08,-16.79595158,0.5845014,0
0.02,0.987,0.5922,3.23E-06,-12.64156454,0.5845014,0
0.025,0.987,0.5922,5.92E-05,-9.734268187,0.5845014,0
0.03,0.987,0.5922,3.13E-04,-8.067809624,0.5845014,0
0.035,0.987,0.5922,7.26E-04,-7.227990342,0.5845014,0
0.04,0.987,0.5922,0.001679515,-6.389250361,0.5845014,0
0.045,0.987,0.5922,0.003872914,-5.553748152,0.5845014,0
0.05,0.987,0.5922,0.009037868,-4.706331928,0.5845014,0
0.055,0.987,0.5922,0.013986786,-4.269642243,0.5845014,0
0.06,0.987,0.5922,0.02196805,-3.818166138,0.5845014,0
0.065,0.987,0.5922,0.022234397,-3.806114777,0.5845014,0
0.07,0.987,0.5922,0.035778126,-3.330418592,0.5845014,0
0.075,0.987,0.5922,0.059931662,-2.814550329,0.5845014,0
0.08,0.987,0.5922,0.060844124,-2.799440033,0.5845014,0
0.085,0.987,0.5922,0.061538402,-2.788093882,0.5845014,0
0.09,0.987,0.5922,0.110532222,-2.2024482,0.5845014,0
0.01,0.93765,0.5922,3.65E-13,-28.64017939,0.55527633,0
0.015,0.93765,0.5922,6.52E-09,-18.84768336,0.55527633,0
0.02,0.93765,0.5922,7.09E-07,-14.15984633,0.55527633,0
0.025,0.93765,0.5922,1.73E-05,-10.9653274,0.55527633,0
0.03,0.93765,0.5922,1.12E-04,-9.093876896,0.55527633,0
0.035,0.93765,0.5922,3.06E-04,-8.090327967,0.55527633,0
0.04,0.93765,0.5922,8.01E-04,-7.129633175,0.55527633,0
0.045,0.93765,0.5922,0.001998603,-6.215306807,0.55527633,0
0.05,0.93765,0.5922,0.004814187,-5.336187994,0.55527633,0
0.055,0.93765,0.5922,0.008018713,-4.825977401,0.55527633,0
0.06,0.93765,0.5922,0.012932826,-4.347986542,0.55527633,0
0.065,0.93765,0.5922,0.013642202,-4.294587199,0.55527633,0
0.07,0.93765,0.5922,0.022395469,-3.798896601,0.55527633,0
0.075,0.93765,0.5922,0.036117475,-3.32097847,0.55527633,0
0.08,0.93765,0.5922,0.038357249,-3.260811755,0.55527633,0
0.085,0.93765,0.5922,0.040641953,-3.202954432,0.55527633,0
0.09,0.93765,0.5922,0.069275267,-2.669667332,0.55527633,0
0.01,0.8883,0.5922,1.42E-14,-31.88421267,0.52605126,0
0.015,0.8883,0.5922,7.50E-10,-21.01037221,0.52605126,0
0.02,0.8883,0.5922,1.43E-07,-15.76023612,0.52605126,0
0.025,0.8883,0.5922,4.72E-06,-12.26294513,0.52605126,0
0.03,0.8883,0.5922,3.81E-05,-10.17527863,0.52605126,0
0.035,0.8883,0.5922,1.24E-04,-8.998871336,0.52605126,0
0.04,0.8883,0.5922,3.67E-04,-7.908923784,0.52605126,0
0.045,0.8883,0.5922,9.98E-04,-6.909656443,0.52605126,0
0.05,0.8883,0.5922,0.00249876,-5.991960848,0.52605126,0
0.055,0.8883,0.5922,0.004513417,-5.400700675,0.52605126,0
0.06,0.8883,0.5922,0.007531741,-4.888629092,0.52605126,0
0.065,0.8883,0.5922,0.008288432,-4.792894434,0.52605126,0
0.07,0.8883,0.5922,0.013995409,-4.269025965,0.52605126,0
0.075,0.8883,0.5922,0.022000692,-3.816681385,0.52605126,0
0.08,0.8883,0.5922,0.024390909,-3.713544813,0.52605126,0
0.085,0.8883,0.5922,0.027010137,-3.61154304,0.52605126,0
0.09,0.8883,0.5922,0.044258038,-3.11771827,0.52605126,0
0.01,0.83895,0.5922,4.61E-16,-35.3137175,0.49682619,0
0.015,0.83895,0.5922,7.63E-11,-23.29670876,0.49682619,0
0.02,0.83895,0.5922,2.63E-08,-17.45212517,0.49682619,0
0.025,0.83895,0.5922,1.20E-06,-13.63474795,0.49682619,0
0.03,0.83895,0.5922,1.21E-05,-11.31846213,0.49682619,0
0.035,0.83895,0.5922,4.73E-05,-9.959203523,0.49682619,0
0.04,0.83895,0.5922,1.61E-04,-8.732287188,0.49682619,0
0.045,0.83895,0.5922,4.80E-04,-7.64228402,0.49682619,0
0.05,0.83895,0.5922,0.00125441,-6.681090166,0.49682619,0
0.055,0.83895,0.5922,0.002474777,-6.001605063,0.49682619,0
0.06,0.83895,0.5922,0.004299378,-5.449284992,0.49682619,0
0.065,0.83895,0.5922,0.004946716,-5.309031397,0.49682619,0
0.07,0.83895,0.5922,0.008654442,-4.749682588,0.49682619,0
0.075,0.83895,0.5922,0.01338344,-4.313737191,0.49682619,0
0.08,0.83895,0.5922,0.015494905,-4.167244031,0.49682619,0
0.085,0.83895,0.5922,0.017931655,-4.021187677,0.49682619,0
0.09,0.83895,0.5922,0.028552498,-3.556010837,0.49682619,0
0.01,0.7896,0.5922,1.21E-17,-38.95119481,0.46760112,0
0.015,0.7896,0.5922,6.75E-12,-25.72169363,0.46760112,0
0.02,0.7896,0.5922,4.38E-09,-19.24661398,0.46760112,0
0.025,0.7896,0.5922,2.80E-07,-15.08973904,0.46760112,0
0.03,0.7896,0.5922,3.61E-06,-12.5309583,0.46760112,0
0.035,0.7896,0.5922,1.71E-05,-10.97771914,0.46760112,0
0.04,0.7896,0.5922,6.74E-05,-9.605386045,0.46760112,0
0.045,0.7896,0.5922,2.21E-04,-8.418694691,0.46760112,0
0.05,0.7896,0.5922,6.05E-04,-7.410010586,0.46760112,0
0.055,0.7896,0.5922,0.001313168,-6.63531245,0.46760112,0
0.06,0.7896,0.5922,0.002387285,-6.03759857,0.46760112,0
0.065,0.7896,0.5922,0.002880172,-5.849905382,0.46760112,0
0.07,0.7896,0.5922,0.005254423,-5.248685118,0.46760112,0
0.075,0.7896,0.5922,0.008044539,-4.82276175,0.46760112,0
0.08,0.7896,0.5922,0.009747573,-4.630736974,0.46760112,0
0.085,0.7896,0.5922,0.011808499,-4.438935765,0.46760112,0
0.09,0.7896,0.5922,0.018430257,-3.993761585,0.46760112,0
0.01,0.6909,0.5922,4.02E-21,-46.96307836,0.40915098,0
0.015,0.6909,0.5922,3.23E-14,-31.06294934,0.40915098,0
0.02,0.6909,0.5922,8.41E-11,-23.1991432,0.40915098,0
0.025,0.6909,0.5922,1.13E-08,-18.29449249,0.40915098,0
0.03,0.6909,0.5922,2.50E-07,-15.20158717,0.40915098,0
0.035,0.6909,0.5922,1.81E-06,-13.22105457,0.40915098,0
0.04,0.6909,0.5922,9.85E-06,-11.52828607,0.40915098,0
0.045,0.6909,0.5922,3.99E-05,-10.12812034,0.40915098,0
0.05,0.6909,0.5922,1.22E-04,-9.013219813,0.40915098,0
0.055,0.6909,0.5922,3.27E-04,-8.026251486,0.40915098,0
0.06,0.6909,0.5922,6.59E-04,-7.324241745,0.40915098,0
0.065,0.6909,0.5922,8.84E-04,-7.031008767,0.40915098,0
0.07,0.6909,0.5922,0.001782999,-6.329458304,0.40915098,0
0.075,0.6909,0.5922,0.002705049,-5.912635269,0.40915098,0
0.08,0.6909,0.5922,0.00362941,-5.618685085,0.40915098,0
0.085,0.6909,0.5922,0.004866034,-5.325476023,0.40915098,0
0.09,0.6909,0.5922,0.007429017,-4.902361773,0.40915098,0
0.01,0.5922,0.5922,3.87E-25,-56.21211915,0.35070084,0
0.015,0.5922,0.5922,6.79E-17,-37.22897653,0.35070084,0
0.02,0.5922,0.5922,8.77E-13,-27.76200333,0.35070084,0
0.025,0.5922,0.5922,2.81E-10,-21.99410881,0.35070084,0
0.03,0.5922,0.5922,1.15E-08,-18.28460081,0.35070084,0
0.035,0.5922,0.5922,1.36E-07,-15.81078649,0.35070084,0
0.04,0.5922,0.5922,1.07E-06,-13.74806033,0.35070084,0
0.045,0.5922,0.5922,5.55E-06,-12.10127647,0.35070084,0
0.05,0.5922,0.5922,1.92E-05,-10.86314504,0.35070084,0
0.055,0.5922,0.5922,6.57E-05,-9.629828717,0.35070084,0
0.06,0.5922,0.5922,1.50E-04,-8.805099116,0.35070084,0
0.065,0.5922,0.5922,2.27E-04,-8.389011489,0.35070084,0
0.07,0.5922,0.5922,5.18E-04,-7.566201379,0.35070084,0
0.075,0.5922,0.5922,7.83E-04,-7.151974561,0.35070084,0
0.08,0.5922,0.5922,0.00118592,-6.737236701,0.35070084,0
0.085,0.5922,0.5922,0.001792633,-6.324069979,0.35070084,0
0.09,0.5922,0.5922,0.002713703,-5.909441136,0.35070084,0
